,model,graph,n,p,pr,eps,gam,max_it,avg_nit,std_nit,nruns,avg_ncluster_01,std_ncluster_01,avg_ncluster_001,std_ncluster_001,avg_ncluster_00001,std_ncluster_00001,avg_mean_opinion,avg_std_opinions,avg_median_opinion,10B_avg_entr,10B_std_entr,10B_avg_norm_entr
0,rewiring,er,250,0.1,0.0,0.2,0.0,100000,134.93333333333334,143.6660324811989,30,1.9411544198569484,0.14242946483740335,1.9417803454299165,0.14283956281798454,1.9418404686064028,0.14289882567743573,0.5026152387876015,0.23002044471532074,0.5109466625945502,0.7032287532368147,0.06959079388548421,0.30841631385064644
1,rewiring,er,250,0.1,0.0,0.2,0.4,100000,79.23333333333333,17.406288774143924,30,2.0883693414217457,0.3449350066497769,2.0884028003079043,0.3449058496786826,2.088419184716756,0.34489973135891194,0.499436532672271,0.23551740350539105,0.5381339907355899,0.7586344468922351,0.14173289400760367,0.33271568972924975
2,rewiring,er,250,0.1,0.0,0.2,0.8,100000,675.1,209.84031230120357,30,2.1813086502150902,0.4209291776166305,2.181451113009511,0.4209308484113702,2.181451113009511,0.4209308484113702,0.5022549885566664,0.23823965503322944,0.5813328528401127,0.8037099915721642,0.16958684457009848,0.3524845533756887
3,rewiring,er,250,0.1,0.0,0.2,1.2,100000,24207.43333333333,7222.889378835099,30,2.4689783979965285,0.43970782556547744,2.5059918467109505,0.4585179715001289,2.5062775050916053,0.4584419714809173,0.5023705931463787,0.2492767706177737,0.4889137402381163,0.9430634228545837,0.17137234468398146,0.413601041290525
4,rewiring,er,250,0.1,0.0,0.2,1.6,100000,84369.3,28789.911101113183,30,8.061771002486331,0.4856964098556844,32.9179643355877,3.7315793441003446,61.510262214827655,11.134424340439589,0.4966900411386542,0.27906701086402025,0.4877433396324044,2.246669813667818,0.0257669436394169,0.9853260680562751
5,rewiring,er,250,0.1,0.0,0.3,0.0,100000,102.36666666666666,270.6273555196436,30,1.2045242290540232,0.37061631226166425,1.2045598723146929,0.3706019997821719,1.20456571195452,0.3705995122986547,0.4992925744680857,0.06644017064298667,0.5010145704122716,0.1748542093940525,0.257861496167398,0.07668612876587307
6,rewiring,er,250,0.1,0.0,0.3,0.4,100000,65.6,15.759864635628483,30,1.399342371564564,0.4588244771827321,1.3993629911274177,0.4588095119316434,1.3993629911274177,0.4588095119316434,0.4990899209837905,0.1030714818945342,0.5049571205285139,0.2992417088155746,0.3227592902576692,0.13123898071356122
7,rewiring,er,250,0.1,0.0,0.3,0.8,100000,589.5666666666667,424.9606007881462,30,1.5025538850981688,0.4517782309801477,1.5025637537410257,0.4517688999912234,1.5025637537410257,0.4517688999912234,0.4970223753109367,0.13185480520337192,0.4751341903696276,0.3868075133830699,0.30814707897944743,0.16964287495105748
8,rewiring,er,250,0.1,0.0,0.3,1.2,100000,22400.7,7947.193861777041,30,1.7626985089161402,0.3863004609490861,1.7790575827769015,0.3955931773085759,1.7799207286635783,0.3952969298503424,0.5009647973473209,0.1778180338474559,0.505960438521728,0.5950693660486369,0.2635741010047755,0.2609806546126216
9,rewiring,er,250,0.1,0.0,0.3,1.6,100000,96324.16666666669,16191.9585228457,30,7.947759671439288,0.4484477927572401,33.309094790974115,2.713179995260262,66.54353286076714,9.309642681502488,0.5039807152307795,0.2757159632168367,0.5065771572733894,2.2304664530938614,0.03054794447949944,0.9782197307269058
10,rewiring,er,250,0.1,0.0,0.4,0.0,100000,29.13333333333333,1.3597385369580761,30,1.0091606041136143,0.010215983299572335,1.0091798484352246,0.010255541143119714,1.0091877566438836,0.01027096088200388,0.4973621292808187,0.024282587405091413,0.4970918005773703,0.026628803145954758,0.0273724940647343,0.01167864264754287
11,rewiring,er,250,0.1,0.0,0.4,0.4,100000,47.46666666666667,2.0121851030382096,30,1.003796213987462,0.010747374569793544,1.00381650679052,0.010848974941423874,1.0038188957151932,0.010860945427250886,0.4947274516037543,0.009245803423868413,0.4942131566834344,0.010341615911508537,0.025313144710942356,0.004535541307157806
12,rewiring,er,250,0.1,0.0,0.4,0.8,100000,384.5,151.69239708480228,30,1.0067317164846847,0.009360273819616334,1.0067317164846847,0.009360273819616334,1.0067317164846847,0.009360273819616334,0.4991097901071457,0.015369349828581253,0.4985749172379563,0.01887952295118706,0.025691173093664386,0.008280026732500454
13,rewiring,er,250,0.1,0.0,0.4,1.2,100000,18581.533333333333,4737.406876715948,30,1.0251480283444283,0.02141457112605012,1.0275007665210398,0.024712624496893463,1.0275007665210398,0.024712624496893463,0.5054378688357871,0.029995923158484282,0.5059631213683224,0.07255713546473616,0.061108903900951236,0.031821514920423254
14,rewiring,er,250,0.1,0.0,0.4,1.6,100000,91948.7,20921.408706792827,30,7.850951458527117,0.5138600946167753,33.08058930444123,3.7666074156734997,67.0516402810634,7.378395485406848,0.5048813609462284,0.26553102359095315,0.5128244281468664,2.219006048315874,0.03532512584564073,0.97319352015091
15,rewiring,er,250,0.1,0.1,0.2,0.0,100000,2954.933333333333,733.1326816401578,30,2.071145011665409,0.2730212807017293,2.071161499302389,0.273014917166452,2.071165622508321,0.2730133302724969,0.5031086838269249,0.2371194931278067,0.4922935353363316,0.7755415622223106,0.12131677576234079,0.34013067406251074
16,rewiring,er,250,0.1,0.1,0.2,0.4,100000,53137.93333333333,7005.2596141914855,30,2.066101052479701,0.2843105020088093,2.066101052479701,0.2843105020088093,2.066101052479701,0.2843105020088093,0.5022712030219341,0.2337521708009448,0.5366164513260149,0.749230193815223,0.1281136076192007,0.3285912493459739
17,rewiring,er,250,0.1,0.1,0.2,0.8,100000,5547.0,4284.5558696322305,30,2.2122960244466223,0.4135448481818222,2.212428491952429,0.4134692522111706,2.212428491952429,0.4134692522111706,0.50648223986659,0.23501672327692036,0.5289893724918654,0.8304786883718706,0.16668601617345238,0.36422454943749766
18,rewiring,er,250,0.1,0.1,0.2,1.2,100000,24583.4,5920.644669853669,30,2.435982948150111,0.43157979125129575,2.469414896985771,0.4557468051839215,2.469504980093203,0.45571280575181106,0.5009970344136985,0.2442761068570271,0.5177089026913457,0.9382140036967305,0.17594879603607771,0.4114742227068171
19,rewiring,er,250,0.1,0.1,0.2,1.6,100000,80945.53333333334,31021.74989662718,30,8.199248026619049,0.5634725176856932,33.38128351246136,4.2756985387203725,61.690415431741066,9.355785366284488,0.5014297960779606,0.28056039561140983,0.501055220680253,2.251445070630218,0.031062439554323775,0.987420361190983
20,rewiring,er,250,0.1,0.1,0.3,0.0,100000,1281.4333333333334,829.6260074408361,30,1.208877129614778,0.34460471040333585,1.2097442531752196,0.3441967381610459,1.2100321580352795,0.3440662592337062,0.4935072568618337,0.07941714828238945,0.4742093107093126,0.20900094824225024,0.2359429067308477,0.09166192615343428
21,rewiring,er,250,0.1,0.1,0.3,0.4,100000,17600.666666666668,21981.77509564584,30,1.3335974595205968,0.44639452400540586,1.3335996978875622,0.4463929731870547,1.3335996978875622,0.4463929731870547,0.5008379101411751,0.0833570527637609,0.51387649748111,0.25089593942180305,0.3136207881446259,0.1100358886641108
22,rewiring,er,250,0.1,0.1,0.3,0.8,100000,2316.9,3296.605378769703,30,1.3684799166478163,0.4341262742873452,1.3684896249394236,0.4341195238127288,1.3684896249394236,0.4341195238127288,0.5017667990836155,0.09703572987807547,0.4997747410961183,0.2937110011186567,0.3046911038302878,0.12881336817565295
23,rewiring,er,250,0.1,0.1,0.3,1.2,100000,21382.366666666665,7504.1293986859155,30,1.7948716334935262,0.3832236639478975,1.810597792937548,0.3919829615775574,1.810603067176152,0.3919735592179372,0.5037158349974338,0.18291765769665755,0.5196187113633322,0.5982991721402592,0.2599359522531551,0.2623971565469432
24,rewiring,er,250,0.1,0.1,0.3,1.6,100000,94711.9,19800.619701329208,30,8.060132691058168,0.533994244838352,32.7592204898779,4.147171677342917,63.08914670080221,8.517346456520189,0.5010199510558792,0.2753747269503671,0.5012968810100799,2.23361811931679,0.04590361471823007,0.9796019627168369
25,rewiring,er,250,0.1,0.1,0.4,0.0,100000,686.7333333333332,431.20930210539535,30,1.0328863447297385,0.01865650823310691,1.034920273264067,0.01966775612887501,1.03519452726127,0.019460531232855204,0.5009566294915302,0.04549956116538263,0.5000923879634629,0.0959801135001626,0.049419272730991996,0.04209417301615695
26,rewiring,er,250,0.1,0.1,0.4,0.4,100000,1120.3333333333333,2314.2218466593813,30,1.0224406248765932,0.022161206369446244,1.0235983898395031,0.02355744199194288,1.0235995091330476,0.02355747871528431,0.4982689277523301,0.032388744449540874,0.4986563067185151,0.06433697832605617,0.053364574218925535,0.028216385647315996
27,rewiring,er,250,0.1,0.1,0.4,0.8,100000,1292.0333333333333,714.0397040003371,30,1.015167246396579,0.014603573594495394,1.0165579227641568,0.015679814568589964,1.0165626223117126,0.015689685030596288,0.4948818500289646,0.028883546256287862,0.4952219222556055,0.04516691141723106,0.040567946782182035,0.019808934522661695
28,rewiring,er,250,0.1,0.1,0.4,1.2,100000,22146.866666666665,5784.810240237406,30,1.0608841130853661,0.0362621034234186,1.072615229480785,0.03959917838955728,1.0726388191314442,0.03962088125409406,0.496870422926141,0.04831802721629778,0.4967568657128302,0.17424399547467698,0.0896410773525077,0.07641850613695196
29,rewiring,er,250,0.1,0.1,0.4,1.6,100000,93470.93333333332,18550.8513711785,30,7.7787790552128175,0.4439548027832811,33.195969232318895,3.798385850420954,64.72578179994558,8.699550328900049,0.4958828368044889,0.2676130389077932,0.4947316719839195,2.22128039451082,0.051438476156030685,0.9741909842998615
30,rewiring,er,250,0.1,0.2,0.2,0.0,100000,1415.1333333333334,360.06385853376366,30,2.0274235857036533,0.27878969474798937,2.0274235857036533,0.27878969474798937,2.0274235857036533,0.27878969474798937,0.5021961987368034,0.2327492093347404,0.5056139798658533,0.7392919614888258,0.12243018479232026,0.3242326207117056
31,rewiring,er,250,0.1,0.2,0.2,0.4,100000,34331.86666666667,5620.857607953513,30,2.0396919705755447,0.2943750855801865,2.0396919705755447,0.2943750855801865,2.0396919705755447,0.2943750855801865,0.5018394583144825,0.2309428033090108,0.5402235539019761,0.7292332988698936,0.1311315651607758,0.3198211747449141
32,rewiring,er,250,0.1,0.2,0.2,0.8,100000,14036.0,8246.286065051749,30,2.191006561007435,0.3637175103366131,2.191070500919216,0.3636961164224006,2.191097716992679,0.36368646879884026,0.4983975802174005,0.2351315270469916,0.5101523200486509,0.8254407689908635,0.14498156716543537,0.36201505996794
33,rewiring,er,250,0.1,0.2,0.2,1.2,100000,24441.73333333333,5923.186771400079,30,2.5471327835768443,0.4170315722757983,2.5940902544268414,0.4480267105377457,2.5943233691075647,0.44794990668845935,0.5025910588610969,0.25082890613730124,0.5043580460806191,0.9853146602344582,0.1644279786213143,0.43213124334547615
34,rewiring,er,250,0.1,0.2,0.2,1.6,100000,91463.03333333334,23774.021168049985,30,8.116070994761056,0.5658138730380444,32.58639807341836,4.203046988109674,61.737103829148225,10.589629569831567,0.5035733965006586,0.27906960252778235,0.5025860340061349,2.2260615401304,0.041418153433149835,0.9762878600336633
35,rewiring,er,250,0.1,0.2,0.3,0.0,100000,660.9666666666667,400.4775052636818,30,1.182193267164357,0.34517977890283064,1.1822121841663022,0.3451727486866284,1.1822121841663022,0.3451727486866284,0.5029185555045775,0.07264602266660307,0.5123175381569492,0.17463494726414983,0.23374309814956173,0.07658996657460833
36,rewiring,er,250,0.1,0.2,0.3,0.4,100000,8387.6,13613.037372558212,30,1.2021350555689627,0.39091802651164004,1.2021350555689627,0.39091802651164004,1.2021350555689627,0.39091802651164004,0.4997657058140813,0.054966096458158205,0.5118348137888267,0.15317708935457042,0.2695558320856817,0.06717915478805614
37,rewiring,er,250,0.1,0.2,0.3,0.8,100000,7780.033333333334,8372.085612252713,30,1.5637668296438307,0.4522306943049328,1.5637716061991285,0.452225352937549,1.5637810015075901,0.4522146640184607,0.4937460568390981,0.13969879894538467,0.5188326594121055,0.4246111543199552,0.30737301497507397,0.18622248654148585
38,rewiring,er,250,0.1,0.2,0.3,1.2,100000,23069.46666666667,5182.213778771472,30,1.7881642943025282,0.34505475374053163,1.8029963624391336,0.3528894634704745,1.8030167983114065,0.3529117883948938,0.5069412118922186,0.1862367523039144,0.5385523113421077,0.6091914239753746,0.23687627307505982,0.2671741912530141
39,rewiring,er,250,0.1,0.2,0.3,1.6,100000,91717.13333333332,24707.105007444494,30,7.907941519013858,0.5937095505428973,32.021109711679955,4.63975687398419,64.72842668336007,8.923038197308557,0.4943302659705228,0.2753661693551796,0.4901191322158819,2.2249314806520024,0.046278240730350924,0.975792247792049
40,rewiring,er,250,0.1,0.2,0.4,0.0,100000,411.56666666666666,281.734352814057,30,1.028650224897152,0.017072444582275647,1.0309523054673544,0.01909227854160771,1.03179336308689,0.019248335874042347,0.5074120189800514,0.04186506797689925,0.5088273455686507,0.08605280064196669,0.04374123340842108,0.03774033335292598
41,rewiring,er,250,0.1,0.2,0.4,0.4,100000,641.2,1669.3296938192484,30,1.0129376602875348,0.008329276183550451,1.013205393586461,0.008032926569114859,1.013205393586461,0.008032926569114859,0.4980006391498252,0.02570514917311149,0.4979754019644286,0.04072931114590962,0.023077743745504094,0.017862728097335547
42,rewiring,er,250,0.1,0.2,0.4,0.8,100000,757.6,359.2645821675161,30,1.0143967652001504,0.016870424375222737,1.0144060139589473,0.016885098104020092,1.0144060139589473,0.016885098104020092,0.4987047311841246,0.02600657466891839,0.4996572007986886,0.03860765252218946,0.043914224651832694,0.016932228414315825
43,rewiring,er,250,0.1,0.2,0.4,1.2,100000,22014.9,6096.2996828677415,30,1.0540972547352752,0.03925822469403144,1.0648205758452405,0.0429927056109514,1.0648474599874431,0.04304721517645403,0.5018531434308215,0.047834093747921344,0.5002466327615046,0.1522886060874305,0.10662532262806952,0.06678949106496745
44,rewiring,er,250,0.1,0.2,0.4,1.6,100000,94703.26666666666,19815.07169123768,30,7.7928509918272235,0.5275569297100453,32.918002552329625,3.740128719302304,65.94773002091895,9.086758517214477,0.5048624375799199,0.26424515242874314,0.5138611420857225,2.210339572667481,0.04014165066075499,0.9693926481569094
45,rewiring,er,250,0.1,0.3,0.2,0.0,100000,963.0,261.6758809417992,30,2.040232209037283,0.2118514965630563,2.0402362615675798,0.211849754497115,2.0402362615675798,0.211849754497115,0.49917139498821,0.2353252662093921,0.5121709441913292,0.7513457593742031,0.09923254099132511,0.32951907678250403
46,rewiring,er,250,0.1,0.3,0.2,0.4,100000,27611.6,6122.4812813107055,30,2.117519857041939,0.3428500965496345,2.117519857041939,0.3428500965496345,2.117519857041939,0.3428500965496345,0.4994065554633085,0.2346309617343822,0.4847216215377194,0.7744699004931844,0.1468675944429938,0.3396606734280506
47,rewiring,er,250,0.1,0.3,0.2,0.8,100000,33869.93333333333,22466.560568888945,30,2.1594796485784142,0.3553667315924421,2.1594796485784142,0.3553667315924421,2.160094328306492,0.35505554534497125,0.501529278363479,0.2342773249688207,0.4684565715954561,0.7914582993008942,0.15782162887002796,0.3471113064039951
48,rewiring,er,250,0.1,0.3,0.2,1.2,100000,22372.266666666666,4815.010605272733,30,2.5143024351809427,0.4540902561307624,2.562555612111514,0.4870570109086058,2.5627559713186288,0.4871352879739624,0.5010525901285784,0.246003531427282,0.5448927628240676,0.9764780649749424,0.19848311068557545,0.4282557616840882
49,rewiring,er,250,0.1,0.3,0.2,1.6,100000,87676.46666666666,29389.800224718925,30,8.067810940583389,0.4861693113509482,31.128154269776694,4.38366160821578,61.32769482802327,10.83969776245782,0.4984753812791022,0.2816625555668565,0.4911521259234111,2.2404546783414676,0.03372726522069391,0.9826002848475922
50,rewiring,er,250,0.1,0.3,0.3,0.0,100000,405.4333333333333,285.7829809877107,30,1.121341615826874,0.24793462775894465,1.1219196767428896,0.2477118212227131,1.1219361097249425,0.247707001669262,0.4998407642275957,0.057532850760994285,0.5040055241476893,0.1451590902506466,0.18844603654080502,0.06366268633208387
51,rewiring,er,250,0.1,0.3,0.3,0.4,100000,13166.466666666667,12924.576820237566,30,1.4793029352825302,0.4800374281727354,1.4795706685814562,0.4797721964506272,1.4795706685814562,0.4797721964506272,0.5001040487171904,0.1131961641547555,0.5361410866819684,0.3434348833231049,0.3385178007037529,0.15062086166799502
52,rewiring,er,250,0.1,0.3,0.3,0.8,100000,14882.4,15157.710112018898,30,1.5503517396996178,0.4662009115594791,1.5503517396996178,0.4662009115594791,1.5503517396996178,0.4662009115594791,0.49436620738888504,0.13277060737603427,0.4944918645402612,0.40715844371658144,0.3161353900665648,0.17856821949648918
53,rewiring,er,250,0.1,0.3,0.3,1.2,100000,20687.13333333333,5578.123571795647,30,1.7698055172956202,0.3457846148058539,1.7823421284233512,0.348290802616569,1.7823421284233512,0.348290802616569,0.4974203334027673,0.18273275463258773,0.4436937767407301,0.5878216121905632,0.2117286857437047,0.25780199401560366
54,rewiring,er,250,0.1,0.3,0.3,1.6,100000,87849.83333333331,28227.523393647003,30,8.05021208666267,0.4689800909151883,34.471329105900175,3.538416518745167,69.07832107373629,8.474398738363474,0.4991684463102951,0.2735165499566159,0.4989725086955706,2.2269883790707916,0.044574779250110566,0.9766943454741591
55,rewiring,er,250,0.1,0.3,0.4,0.0,100000,260.4,202.20263763528567,30,1.017585708961664,0.011281851348539216,1.0189648985838349,0.01175109709923944,1.0189660178773796,0.011751612048003237,0.5026883021957851,0.03769721297332844,0.5030526126746194,0.05516337311259598,0.03262251755839084,0.024193100917228046
56,rewiring,er,250,0.1,0.3,0.4,0.4,100000,1035.5666666666666,1358.3174808890922,30,1.0137850577193477,0.011577059007780686,1.015697645279574,0.011559434172907404,1.0156987827703,0.01156110367270076,0.4969721488250315,0.02833615396370915,0.4966680175310612,0.04485808969125749,0.03263437533615296,0.019673494016392058
57,rewiring,er,250,0.1,0.3,0.4,0.8,100000,1437.7666666666669,1624.4258202686747,30,1.0128157610560224,0.018104687384807704,1.0137001834845154,0.020029160402734537,1.0137088230910445,0.020055876347982917,0.4989587463501887,0.02203765289555524,0.4991808541249681,0.03601526899968754,0.04803093851802952,0.015795282055940815
58,rewiring,er,250,0.1,0.3,0.4,1.2,100000,29171.5,25657.566194984283,30,1.0495094093088573,0.04805680251199297,1.0609515459665102,0.06181229418034295,1.06099390061155,0.061902543019544135,0.4974421092942473,0.038642045393887936,0.4955619815320306,0.1398950225709168,0.1252126563956923,0.06135401459167244
